code,name,definition,source,has_definition,num_synonyms
Q51.6,Embryonic cyst of cervix,Embryonic cyst of cervix,ICD10_XML,False,4
Q51.7,Congenital fistulae between uterus and digestive and urinary tracts,Congenital fistulae between uterus and digestive and urinary tracts; Congen fistulae betw uterus and digestive and urinary tracts,ICD10_XML,False,4
Q51.8,Other congenital malformations of uterus and cervix,Other congenital malformations of uterus and cervix,ICD10_XML,False,4
Q51.9,"Congenital malformation of uterus and cervix, unspecified","Congenital malformation of uterus and cervix, unspecified",ICD10_XML,False,4
Q52,Other congenital malformations of female genitalia,Other congenital malformations of female genitalia,ICD10_XML,False,4
Q52.0,Congenital absence of vagina,"Congenital absence of vagina; Vaginal agenesis, total or partial. A rare, non-syndromic urogenital tract malformation characterized by the absence of a vagina or the presence of a vaginal dimple shorter than 5 cm. It is often associated with uterine agenesis, hematocolpos or primary amenorrhea and dyspareunia. Ovaries and fallopian tubes are normal.",ORPHANET,True,5
Q52.1,Doubling of vagina,Doubling of vagina,ICD10_XML,False,4
Q52.2,Congenital rectovaginal fistula,Congenital rectovaginal fistula,ICD10_XML,False,4
Q52.3,Imperforate hymen,Imperforate hymen. A congenital disorder where the hymen (a membrane that surrounds or partially covers the external vaginal opening) does not have an opening and completely obstructs the vagina. [PMID:24822139],HPO,True,4
Q52.4,Other congenital malformations of vagina,"Gartner's duct cyst; Embryonic vaginal cyst; Canal of Nuck cyst, congenital; Congenital malformation of vagina NOS; Other congenital malformations of vagina",ICD10_XML,False,8
Q52.5,Fusion of labia,Fusion of labia,ICD10_XML,False,4
Q52.6,Congenital malformation of clitoris,Congenital malformation of clitoris,ICD10_XML,False,4
Q52.7,Other congenital malformations of vulva,Other congenital malformations of vulva; Other and unspecified congenital malformations of vulva,ICD10_XML,False,4
Q52.8,Other specified congenital malformations of female genitalia,Other specified congenital malformations of female genitalia,ICD10_XML,False,4
Q52.9,"Congenital malformation of female genitalia, unspecified","Congenital malformation of female genitalia, unspecified",ICD10_XML,False,4
Q53,Undescended testicle,Undescended testicle; Undescended and ectopic testicle. A developmental defect in which a TESTIS or both TESTES failed to descend from high in the ABDOMEN to the bottom of the SCROTUM. Testicular descent is essential to normal SPERMATOGENESIS which requires temperature lower than the BODY TEMPERATURE. Cryptorchidism can be subclassified by the location of the maldescended testis.,MSH,True,4
Q53.0,Ectopic testis,Ectopic testis. Localization of the testis in an anatomic location other than the scrotum. [PMID:31211064],HPO,True,4
Q53.1,"Undescended testicle, unilateral","Undescended testicle, unilateral. Absence of a testis from the scrotum on one side owing to failure of the testis or testes to descend through the inguinal canal to the scrotum. [https://orcid.org/0000-0002-0736-9199]",HPO,True,4
Q53.2,"Undescended testicle, bilateral","Undescended testicle, bilateral. Absence of both testes from the scrotum owing to failure of the testis or testes to descend through the inguinal canal to the scrotum. [https://orcid.org/0000-0002-0736-9199]",HPO,True,4
Q53.9,"Undescended testicle, unspecified","Cryptorchism NOS; Undescended testicle, unspecified. A developmental defect in which a TESTIS or both TESTES failed to descend from high in the ABDOMEN to the bottom of the SCROTUM. Testicular descent is essential to normal SPERMATOGENESIS which requires temperature lower than the BODY TEMPERATURE. Cryptorchidism can be subclassified by the location of the maldescended testis.",MSH,True,5
Q54,Hypospadias,"Hypospadias. A birth defect due to malformation of the URETHRA in which the urethral opening is below its normal location. In the male, the malformed urethra generally opens on the ventral surface of the PENIS or on the PERINEUM. In the female, the malformed urethral opening is in the VAGINA.",MSH,True,4
Q54.0,"Hypospadias, balanic","Hypospadias, balanic; Hypospadias, glandular; Hypospadias, coronal. A mild form of hypospadias in which the urethra opens just under the corona glandis, that is, where the head of the penis meets the shaft. [https://orcid.org/0000-0002-0736-9199, PMID:28190103]",HPO,True,6
Q54.1,"Hypospadias, penile","Hypospadias, penile. Location of the urethral opening on the inferior aspect of the penis. [https://orcid.org/0000-0002-0736-9199]",HPO,True,4
Q54.2,"Hypospadias, penoscrotal","Hypospadias, penoscrotal. A severe form of hypospadias in which the urethral opening is located at the junction of the penis and scrotum. [https://orcid.org/0000-0002-0736-9199]",HPO,True,4
Q54.3,"Hypospadias, perineal","Hypospadias, perineal. Hypospadias with location of the urethral meatus in the perineal region. [https://orcid.org/0000-0002-0736-9199, PMID:8097257]",HPO,True,4
Q54.4,Congenital chordee,Congenital chordee; Chordee without hypospadias,ICD10_XML,False,5
Q54.8,Other hypospadias,Other hypospadias; Hypospadias with intersex state,ICD10_XML,False,5
Q54.9,"Hypospadias, unspecified","Hypospadias, unspecified. A birth defect due to malformation of the URETHRA in which the urethral opening is below its normal location. In the male, the malformed urethra generally opens on the ventral surface of the PENIS or on the PERINEUM. In the female, the malformed urethral opening is in the VAGINA.",MSH,True,4
Q55,Other congenital malformations of male genital organs,Other congenital malformations of male genital organs,ICD10_XML,False,4
Q55.0,Absence and aplasia of testis,Monorchism; Absence and aplasia of testis. Having only one testis in the scrotum. [https://orcid.org/0000-0002-0736-9199],HPO,True,5
Q55.1,Hypoplasia of testis and scrotum,Fusion of testes; Hypoplasia of testis and scrotum,ICD10_XML,False,5
Q55.2,Other congenital malformations of testis and scrotum,Other congenital malformations of testis and scrotum; Other and unspecified congenital malformations of testis and scrotum; Oth and unsp congenital malformations of testis and scrotum,ICD10_XML,False,4
Q55.3,Atresia of vas deferens,Atresia of vas deferens. Abnormal closure or blockage of the vas deferens. [],HPO,True,4
Q55.4,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate","Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate; Oth congen malform of vas def,epidid, semnl vescl & prostate; Absence or aplasia of prostate; Absence or aplasia of spermatic cord; Congenital malformation of vas deferens, epididymis, seminal vesicles or prostate NOS",ICD10_XML,False,7
Q55.5,Congenital absence and aplasia of penis,Congenital absence and aplasia of penis. An extremely rare congenital abnormality characterized by the complete absence of the penis. It may be associated with other genitourinary abnormalities.,NCI,True,4
Q55.6,Other congenital malformations of penis,Other congenital malformations of penis,ICD10_XML,False,4
Q55.8,Other specified congenital malformations of male genital organs,Other specified congenital malformations of male genital organs; Oth congenital malformations of male genital organs,ICD10_XML,False,4
Q55.9,"Congenital malformation of male genital organ, unspecified","Congenital malformation of male genital organ, unspecified; Congenital deformity of male genital organ; Congenital anomaly of male genital organ",ICD10_XML,False,6
Q56,Indeterminate sex and pseudohermaphroditism,Indeterminate sex and pseudohermaphroditism,ICD10_XML,False,4
Q56.0,"Hermaphroditism, not elsewhere classified","Hermaphroditism, not elsewhere classified; Ovotestis. A gonad that contains both ovarian follicles and testicular tubular elements. [https://orcid.org/0000-0002-0736-9199]",HPO,True,5
Q56.1,"Male pseudohermaphroditism, not elsewhere classified","Male pseudohermaphroditism NOS; Male pseudohermaphroditism, not elsewhere classified; 46, XY with streak gonads. Hermaphroditism refers to a discrepancy between the morphology of the gonads and that of the external genitalia. In male pseudohermaphroditism, the genotype is male (XY) and the external genitalia are imcompletely virilized, ambiguous, or complete female. If gonads are present, they are testes. [https://orcid.org/0000-0002-0736-9199]",HPO,True,6
Q56.2,"Female pseudohermaphroditism, not elsewhere classified","Female pseudohermaphroditism NOS; Female pseudohermaphroditism, not elsewhere classified. Hermaphroditism refers to a discrepancy between the morphology of the gonads and that of the external genitalia. In female pseudohermaphroditism, the genotype is female (XX) and the gonads are ovaries, but the external genitalia are virilized. [https://orcid.org/0000-0002-0736-9199]",HPO,True,5
Q56.3,"Pseudohermaphroditism, unspecified","Pseudohermaphroditism, unspecified. An historical term for a variety of abnormalities in sex development that lead to anomalies in the reproductive tract and/or external genitalia.",MSH,True,4
Q56.4,"Indeterminate sex, unspecified","Ambiguous genitalia; Indeterminate sex, unspecified. A rare congenital abnormality in which the infant's external genitalia do not have the typical appearance of a male's or female's genitalia.",NCI,True,5
Q60,Renal agenesis and other reduction defects of kidney,congenital atrophy of kidney; infantile atrophy of kidney; Renal agenesis and other reduction defects of kidney; congenital absence of kidney. A congenital abnormality characterized by the absence of one or both kidneys.,NCI,True,7
Q60.0,"Renal agenesis, unilateral","Renal agenesis, unilateral. Either a single or a single functioning kidney due to NEPHRECTOMY, birth defects or other kidney diseases.",MSH,True,4
Q60.1,"Renal agenesis, bilateral","Renal agenesis, bilateral. A congenital abnormality characterized by the absence of both kidneys.",NCI,True,4
Q60.2,"Renal agenesis, unspecified","Renal agenesis, unspecified. A congenital abnormality characterized by the absence of one or both kidneys.",NCI,True,4
Q60.3,"Renal hypoplasia, unilateral","Renal hypoplasia, unilateral. One sided hypoplasia of the kidney. [HPO_CONTRIBUTOR:Eurenomics_fschaefer]",HPO,True,4
